000	omniman_000_t00m00_0s.mp3	Get out of my sight before I demolish you.
001	omniman_001_t00m02_8s.mp3	Want to be remembered?
002	omniman_002_t00m04_1s.mp3	Write a book.
003	omniman_003_t00m05_2s.mp3	If you think you know me...
004	omniman_004_t00m07_0s.mp3	Trust me.
005	omniman_005_t00m08_1s.mp3	You don't. Try harder. Stop embarrassing yourself.
006	omniman_006_t00m12_0s.mp3	I'm here to save you all from yourselves.
007	omniman_007_t00m14_7s.mp3	Consider me your distinguished competition.
008	omniman_008_t00m17_7s.mp3	You've got to face only a Ragnar could love.
009	omniman_009_t00m20_8s.mp3	I'll set the example for mark you failed to be.
010	omniman_010_t00m24_2s.mp3	So much effort.
011	omniman_011_t00m25_7s.mp3	For what? Had enough?
012	omniman_012_t00m27_7s.mp3	Even with sight, you'd never see me coming.
013	omniman_013_t00m30_8s.mp3	Am I supposed to be impressed?
014	omniman_014_t00m33_2s.mp3	That should make you very, very afraid.
015	omniman_015_t00m36_2s.mp3	Power doesn't corrupt.
016	omniman_016_t00m37_7s.mp3	It enables
017	omniman_017_t00m38_9s.mp3	Devote your service to me, Raiden.
018	omniman_018_t00m41_6s.mp3	Why would anyone give up power?
019	omniman_019_t00m44_1s.mp3	You are no viltramite, that tickles.
020	omniman_020_t00m47_4s.mp3	Beeman, Saint, what are you, Ashra?
021	omniman_021_t00m50_2s.mp3	But one man army needs no allies.
022	omniman_022_t00m52_7s.mp3	Try extracting my fist from your rib cage.
023	omniman_023_t00m56_2s.mp3	Enough of your sanctimonious crap.
024	omniman_024_t00m59_1s.mp3	Helena can live so long as she's useful.
025	omniman_025_t01m02_5s.mp3	Schemers like you wrought the core of civilization.
026	omniman_026_t01m06_6s.mp3	Amateur
027	omniman_027_t01m07_5s.mp3	Oh, this guy's funny.
028	omniman_028_t01m09_3s.mp3	I've trained at absolute zero.
029	omniman_029_t01m11_9s.mp3	Try me.
030	omniman_030_t01m12_7s.mp3	They will.
031	omniman_031_t01m13_8s.mp3	after I make an example of you.
032	omniman_032_t01m16_2s.mp3	Bring your whole armory.
033	omniman_033_t01m17_5s.mp3	It won't help.
034	omniman_034_t01m18_5s.mp3	Fragile.
035	omniman_035_t01m20_3s.mp3	Painted blood.
036	omniman_036_t01m21_6s.mp3	Who would breed with you?
037	omniman_037_t01m23_4s.mp3	Be part of something bigger.
038	omniman_038_t01m25_3s.mp3	or die.
039	omniman_039_t01m26_4s.mp3	Tell the general, Outworld is mine. Get up.
040	omniman_040_t01m29_8s.mp3	You're not done. This timeline isn't yours to conquer.
041	omniman_041_t01m33_3s.mp3	Decimation is good for the gene pool.
042	omniman_042_t01m36_5s.mp3	Perhaps I'll keep you and your daughters as pets. You have a fraction of my power.
043	omniman_043_t01m42_6s.mp3	I serve someone who needs you to fight his battles, clumsy.
044	omniman_044_t01m46_6s.mp3	And I serve proudly as a son of Viltrum.
045	omniman_045_t01m49_7s.mp3	Ugh.
046	omniman_046_t01m51_0s.mp3	Your off balance, your only legacy will be failure.
047	omniman_047_t01m54_6s.mp3	Peace isn't sought.
048	omniman_048_t01m56_3s.mp3	It's enforced. Do your worst. Boring.
049	omniman_049_t02m00_5s.mp3	Let me guess, you vape people to death.
050	omniman_050_t02m03_8s.mp3	Viltra might rule brings order and control.
051	omniman_051_t02m07_2s.mp3	Cold can't stop me, not even in deep space. I will grind this world to dust.
052	omniman_052_t02m12_9s.mp3	You'll feel differently once I take over.
053	omniman_053_t02m15_7s.mp3	You're fragile.
054	omniman_054_t02m17_0s.mp3	My son.
055	omniman_055_t02m18_2s.mp3	is invincible.
056	omniman_056_t02m19_5s.mp3	What is an alternate me doing here? Too slow.
057	omniman_057_t02m22_5s.mp3	Too weak, too easy.
058	omniman_058_t02m24_4s.mp3	Viltrimite blood is not on your menu, Nittara.
059	omniman_059_t02m27_7s.mp3	Does the name Angstrom Levy mean something to you?
060	omniman_060_t02m31_6s.mp3	The feeling is decidedly not mutual.
061	omniman_061_t02m34_8s.mp3	You're overdue for regime change.
062	omniman_062_t02m37_6s.mp3	What's the point of guarding a diseased freak?
063	omniman_063_t02m40_8s.mp3	You sure?
064	omniman_064_t02m41_8s.mp3	Your heart just skipped a beat.
065	omniman_065_t02m44_1s.mp3	I can.
066	omniman_066_t02m44_9s.mp3	I will.
067	omniman_067_t02m46_1s.mp3	And none of you can stop me.
068	omniman_068_t02m48_4s.mp3	I'm something of a god myself.
069	omniman_069_t02m51_1s.mp3	You're not a real fighter.
070	omniman_070_t02m52_9s.mp3	You're an actor.
071	omniman_071_t02m53_9s.mp3	You'd have more luck kicking a tree.
072	omniman_072_t02m56_2s.mp3	Easy, kid.
073	omniman_073_t02m57_3s.mp3	I go where I please. I'll show you power.
074	omniman_074_t03m00_4s.mp3	I can hold my breath for weeks.
075	omniman_075_t03m02_5s.mp3	They don't make movies about heroes like me.
076	omniman_076_t03m05_6s.mp3	Think.
077	omniman_077_t03m06_5s.mp3	What good would your death accomplish?
078	omniman_078_t03m08_9s.mp3	Maybe I'll toss you into the sun.
079	omniman_079_t03m11_2s.mp3	Why not drop a smoke bomb?
080	omniman_080_t03m13_1s.mp3	Call it a night. Have I proven my point?
081	omniman_081_t03m15_8s.mp3	I'll hit you so fast you'll piss bloody icicles.
082	omniman_082_t03m19_0s.mp3	Your tenacity reminds me of my wife.
083	omniman_083_t03m22_1s.mp3	Think about it, you can save your empire. Are you pulling punches?
084	omniman_084_t03m26_6s.mp3	Resistance is boneheaded, which suits you.
085	omniman_085_t03m29_8s.mp3	What a disgrace to your species thought you were stronger.
086	omniman_086_t03m33_8s.mp3	If I control time, I'll make a better world.
087	omniman_087_t03m36_7s.mp3	I'll put a hole where your face is.
088	omniman_088_t03m39_3s.mp3	How about trading shackles for a coffin?
089	omniman_089_t03m41_8s.mp3	Highly doubt a blind swordsman can kill me. You did this.
090	omniman_090_t03m46_2s.mp3	At least you look somewhat threatening.
091	omniman_091_t03m49_3s.mp3	Right there, you can't platitude me to death.
092	omniman_092_t03m51_9s.mp3	I'll crush you, your sister, and that throne.
093	omniman_093_t03m55_3s.mp3	I don't overcompensate with flashy moves. Pay attention!
094	omniman_094_t03m59_7s.mp3	You might learn something.
095	omniman_095_t04m01_2s.mp3	You might have value.
096	omniman_096_t04m02_9s.mp3	As a training dummy, you can't match my tempo.
097	omniman_097_t04m06_5s.mp3	All of you are far, far beneath viltramites.
098	omniman_098_t04m09_9s.mp3	You're ambitious to a fault. Try to keep up.
099	omniman_099_t04m13_2s.mp3	Then I'll pluck your legs off at the knees.
100	omniman_100_t04m16_1s.mp3	You want to save out world lives? Surrender.
101	omniman_101_t04m19_1s.mp3	Ever fought a viltramite before? It's too late to surrender.
102	omniman_102_t04m23_4s.mp3	Admit it, you're more lap dog than soldier. You're a nat.
103	omniman_103_t04m27_5s.mp3	Allow me to reset your expectations.
104	omniman_104_t04m30_7s.mp3	You can't perfect something without breaking it first.
105	omniman_105_t04m34_0s.mp3	It's all under control.
106	omniman_106_t04m35_6s.mp3	Stick to your own timeline.
107	omniman_107_t04m37_4s.mp3	No.
108	omniman_108_t04m38_3s.mp3	This is more fucked up than that.
109	omniman_109_t04m40_3s.mp3	Enough to teach you a master class.
110	omniman_110_t04m42_6s.mp3	I won't tolerate you spreading that plague.
111	omniman_111_t04m45_4s.mp3	Yet when I slay you...
112	omniman_112_t04m47_4s.mp3	No one will remember.
113	omniman_113_t04m48_9s.mp3	Recognize your superior.
114	omniman_114_t04m51_3s.mp3	Martian Man.
115	omniman_115_t04m52_2s.mp3	Is that you?
116	omniman_116_t04m53_2s.mp3	I'm not dumb enough to trust a charlatan, low effort.
117	omniman_117_t04m56_8s.mp3	Declare me your emperor and I'll spare your daughters.
118	omniman_118_t05m09_2s.mp3	More right than you mewling children.
119	omniman_119_t05m12_1s.mp3	What are you, Damien Darkblood's girlfriend? Survive and I'll keep you as a pet.
120	omniman_120_t05m17_8s.mp3	Justice!
121	omniman_121_t05m19_0s.mp3	How stupidly self-righteous of you!
122	omniman_122_t05m21_5s.mp3	Yes.
123	omniman_123_t05m22_5s.mp3	And sooner or later, every mask slips.
124	omniman_124_t05m25_5s.mp3	Repeat all you want.
125	omniman_125_t05m26_7s.mp3	My conscience is clear. All you're testing is my patience.
126	omniman_126_t05m30_8s.mp3	then she's never met a viltramite.
