000	obito_voice_000_t00m00_0s.mp3	1.78	ja	1.00	仕封じるなよ 欠かしい	Don't let your guard down, Kakashi!
001	obito_voice_001_t00m01_9s.mp3	1.56	ja	1.00	やるぞ! カムイ!	I'll do it! Kamui!
002	obito_voice_002_t00m04_1s.mp3	3.44	ja	1.00	ふん、あんたらしいな 口寄せ、準備!	Hmm, you're a newbie. Shut up! Get ready!
003	obito_voice_003_t00m08_0s.mp3	5.25	ja	1.00	絶望を味わえ! はじめようか 消えろ! ぬぼこの剣!	Taste despair! Let's begin! Disappear! Nobokoro KENPEN!
004	obito_voice_004_t00m13_9s.mp3	2.44	ja	1.00	お前のすがっている希望など	I'm hoping for you.
005	obito_voice_005_t00m24_7s.mp3	1.57	ja	1.00	次に目にするのは	The next thing I'm going to do is...
006	obito_voice_006_t00m26_8s.mp3	2.54	ja	1.00	夢のうつつだ 安心しろ	It's a dream. Don't worry.
007	obito_voice_007_t00m29_6s.mp3	1.47	ja	1.00	お前も連れて行ってやる	I'll take you with me.
008	obito_voice_008_t00m32_1s.mp3	3.81	ja	1.00	無限つくよみの世界にな この世界に希望はない	In the endless world of reading, there is no hope in this world.
009	obito_voice_009_t00m36_7s.mp3	1.01	ja	1.00	あるのはただ	There's only one way to do it.
010	obito_voice_010_t00m38_3s.mp3	3.61	ja	1.00	憎しみだけだ 思いも願いも全てはうつろう	
011	obito_voice_011_t00m42_4s.mp3	3.18	ja	1.00	そんなものに捕らわれては何も成すことはできない	I can't do anything if I'm captured by something like that.
012	obito_voice_012_t00m45_7s.mp3	5.81	ja	1.00	お前が何を期待したかは知らないが これが現実だ そのままでいい	I don't know what you expected, but this is the reality. Just as it is.
013	obito_voice_013_t00m52_4s.mp3	3.97	ja	1.00	悔やむことのない世界に連れて行ってやる 今の俺は	I'll take you to a world where you'll never regret. Now I am...
014	obito_voice_014_t00m56_9s.mp3	2.33	ja	1.00	お前の常識ではかれはしない	I will not measure it with your common sense.
015	obito_voice_015_t00m59_4s.mp3	1.43	ja	1.00	これで終戦だ	This is the end of the game.
016	obito_voice_016_t01m01_8s.mp3	1.29	ja	1.00	無駄な抵抗	Useless resistance.
017	obito_voice_017_t01m03_7s.mp3	1.36	ja	1.00	ご苦労だったな	Thank you for your hard work.
018	obito_voice_018_t01m05_2s.mp3	1.35	ja	1.00	俺が案内してやる	I'll guide you.
019	obito_voice_019_t01m07_3s.mp3	2.55	ja	1.00	無限に続く夢の入り口にな	Go to the entrance of the dream that continues without a limit.
020	obito_voice_020_t01m09_9s.mp3	0.99	ja	1.00	痛みはない	There is no pain.
021	obito_voice_021_t01m11_5s.mp3	0.98	ja	1.00	エッションで終わる	This is the end of the hour.
022	obito_voice_022_t01m12_8s.mp3	0.90	ja	1.00	月夜の	Tsukiyono
