000	pain_voice_000_t00m00_0s.mp3	4.59	ja	1.00	集合しろ! さん! 痛みを知れ! 死んだ天生!	Shingo Shiro san! Die for the pain! Shingo Shiro san!
001	pain_voice_001_t00m12_9s.mp3	3.17	ja	1.00	少しは痛みが理解できたか?やるな	Did you understand the pain a little? Don't do it.
002	pain_voice_002_t00m27_2s.mp3	1.91	ja	1.00	英語を生きるお前でも	Even you who can speak English
003	pain_voice_003_t00m29_7s.mp3	1.48	ja	1.00	神には勝てない	I can't win against God.
004	pain_voice_004_t00m31_3s.mp3	2.42	ja	1.00	痛みを知れ、俺の道は	Know the pain, my path
005	pain_voice_005_t00m34_6s.mp3	1.14	ja	1.00	俺の恋愛は	My love.
006	pain_voice_006_t00m36_6s.mp3	4.91	ja	1.00	誰にも邪魔させん 今こそさばきの時だ神の力を	I won't let anyone get in the way. It's time for the judgment. The power of God.
007	pain_voice_007_t00m42_4s.mp3	4.68	ja	1.00	今、見せよう。ここより、世界に痛みを。 人々が…	Now show me the pain in the world more than here. People...
008	pain_voice_008_t00m47_3s.mp3	0.80	ja	1.00	国が	The country is...
009	pain_voice_009_t00m48_3s.mp3	1.18	ja	1.00	世界が	The world is...
010	pain_voice_010_t00m50_1s.mp3	1.27	ja	1.00	痛みを知るのだ	I know the pain.
011	pain_voice_011_t00m51_8s.mp3	1.52	ja	1.00	我らあかつきが	We, Akatsuki, are...
012	pain_voice_012_t00m53_6s.mp3	1.61	ja	1.00	さばきを下す	I will give you a sabaki.
013	pain_voice_013_t01m01_6s.mp3	4.05	ja	1.00	我らが前ではどのような策も通じない	In front of us, there is no such strategy.
014	pain_voice_014_t01m06_3s.mp3	2.38	ja	1.00	神に彩むこと自体が	The color of the god itself...
015	pain_voice_015_t01m08_9s.mp3	0.98	ja	1.00	ムーボー	MOVE-O
016	pain_voice_016_t01m10_2s.mp3	1.36	ja	1.00	お前では	You are...
017	pain_voice_017_t01m12_0s.mp3	5.17	ja	1.00	とておれの痛みは理解できない 今更未練もない	At least I can't understand my pain. I can't even look at you now.
018	pain_voice_018_t01m18_2s.mp3	1.00	ja	1.00	さようならだ	Goodbye.
019	pain_voice_019_t01m19_8s.mp3	2.13	ja	1.00	ジライア先生、これで	Jiraiya-sensei, this is it.
020	pain_voice_020_t01m22_7s.mp3	2.10	ja	1.00	少しはおとなしくなるか	Will you be quiet for a while?
021	pain_voice_021_t01m25_5s.mp3	4.58	ja	1.00	キュービ、この俺に勝利する夢でも見たか?	Kyubi, have you ever dreamed of winning against me?
