000	miwa_000_t00m00_0s.mp3	1.05	en	0.98	Closing the distance!
001	miwa_001_t00m01_6s.mp3	1.24	en	0.98	I'll beat you right here!
002	miwa_002_t00m03_3s.mp3	1.30	en	0.98	Can you defend against this?
003	miwa_003_t00m05_1s.mp3	0.78	en	0.98	I'll break you!
004	miwa_004_t00m06_4s.mp3	0.95	en	0.97	Honing my blade!
005	miwa_005_t00m07_8s.mp3	1.09	en	0.98	I won't concede!
006	miwa_006_t00m09_3s.mp3	0.73	en	0.96	Quick draw!
007	miwa_007_t00m10_6s.mp3	1.09	en	0.99	You got careless.
008	miwa_008_t00m12_2s.mp3	0.99	en	0.97	Don't get distracted!
009	miwa_009_t00m13_7s.mp3	0.91	en	0.98	It's over!
010	miwa_010_t00m15_1s.mp3	1.18	en	0.99	I'll defeat you here!
011	miwa_011_t00m17_9s.mp3	1.11	en	0.96	Dr. Attack!
012	miwa_012_t00m19_7s.mp3	0.63	en	0.90	Focus!
013	miwa_013_t00m20_8s.mp3	1.07	en	0.96	I'll finish this!
014	miwa_014_t00m22_4s.mp3	1.13	en	0.99	No time to hesitate!
015	miwa_015_t00m24_0s.mp3	0.61	en	0.97	I did it!
016	miwa_016_t00m25_2s.mp3	1.25	en	0.98	I can handle this much!
017	miwa_017_t00m26_9s.mp3	0.57	en	0.84	Nice!
018	miwa_018_t00m28_0s.mp3	1.22	en	0.83	Close call!
019	miwa_019_t00m29_9s.mp3	1.31	en	0.98	I guess that'll do.
020	miwa_020_t00m31_7s.mp3	0.96	en	0.98	I can land it now.
021	miwa_021_t00m33_2s.mp3	1.10	en	0.98	I have no doubts!
022	miwa_022_t00m34_8s.mp3	1.35	en	0.96	I'll see how this shakes out.
023	miwa_023_t00m36_7s.mp3	0.68	en	0.39	
024	miwa_024_t00m38_0s.mp3	1.27	en	0.99	I won't let you attack!
025	miwa_025_t00m40_4s.mp3	0.96	en	0.99	That one hit hard!
026	miwa_026_t00m42_1s.mp3	0.99	en	0.97	I won't hold back!
027	miwa_027_t00m43_7s.mp3	1.30	en	0.99	This much is only natural.
028	miwa_028_t00m45_5s.mp3	1.24	en	0.99	Your guard is sloppy!
029	miwa_029_t00m47_2s.mp3	0.93	en	0.94	I won't give up!
030	miwa_030_t00m48_8s.mp3	1.11	en	0.99	Simple Domain!
031	miwa_031_t00m50_5s.mp3	0.76	en	0.98	Faster now!
032	miwa_032_t00m51_8s.mp3	1.26	en	0.99	Show me what you're made of!
033	miwa_033_t00m53_7s.mp3	1.46	en	0.98	I'll finish this in one go!
034	miwa_034_t00m55_7s.mp3	1.30	en	0.98	Charging cursed energy!
035	miwa_035_t00m57_5s.mp3	1.30	en	0.99	You left yourself open.
036	miwa_036_t00m59_4s.mp3	1.31	en	0.96	Mustn't get careless!
037	miwa_037_t01m01_2s.mp3	1.10	en	0.97	This isn't a game!
038	miwa_038_t01m02_9s.mp3	0.77	en	0.95	I don't do it.
039	miwa_039_t01m04_2s.mp3	1.08	en	0.97	You can't get away!
040	miwa_040_t01m05_9s.mp3	1.15	en	0.98	Finishing it here!
041	miwa_041_t01m07_5s.mp3	0.94	en	0.97	It's over!
042	miwa_042_t01m09_0s.mp3	1.34	en	0.39	
043	miwa_043_t01m11_0s.mp3	1.61	en	0.98	I refuse to lose here!
044	miwa_044_t01m13_1s.mp3	1.18	en	0.99	Going all out!
045	miwa_045_t01m15_8s.mp3	0.75	en	0.74	How do you like this?
046	miwa_046_t01m17_3s.mp3	1.42	en	0.99	I'll cut you down to size!
047	miwa_047_t01m19_3s.mp3	0.63	en	0.93	Please hit!
048	miwa_048_t01m21_4s.mp3	0.61	en	0.98	Right there!
049	miwa_049_t01m22_5s.mp3	0.96	en	0.96	Swing through!
050	miwa_050_t01m24_1s.mp3	0.97	en	0.98	How about this?
051	miwa_051_t01m25_7s.mp3	1.12	en	0.98	I'll push forward!
052	miwa_052_t01m27_3s.mp3	1.14	en	0.98	This isn't over!
053	miwa_053_t01m29_1s.mp3	1.20	en	0.96	HUSH TO THE LIMIT!
054	miwa_054_t01m30_8s.mp3	1.55	en	0.98	What an option!
055	miwa_055_t01m32_8s.mp3	0.73	en	0.99	I'll go first.
056	miwa_056_t01m34_1s.mp3	1.27	en	0.99	No hard feelings, okay?
057	miwa_057_t01m35_8s.mp3	1.36	en	0.98	So, you're going to let me win?
058	miwa_058_t01m37_8s.mp3	1.26	en	0.99	Where are you even aiming?
059	miwa_059_t01m39_8s.mp3	1.53	en	0.98	Putting everything I've got in it!
060	miwa_060_t01m41_8s.mp3	1.15	en	0.98	We'll finish it!
061	miwa_061_t01m43_5s.mp3	1.04	en	0.97	Finish you!
062	miwa_062_t01m45_1s.mp3	0.77	en	0.98	This is it!
063	miwa_063_t01m46_4s.mp3	0.91	en	0.95	All my power!
064	miwa_064_t01m47_5s.mp3	0.90	en	0.99	Right here!
065	miwa_065_t01m48_9s.mp3	1.59	en	0.98	This is everything I've got!
066	miwa_066_t01m51_1s.mp3	0.72	en	0.91	Now's my chance!
067	miwa_067_t01m53_5s.mp3	0.83	en	0.92	I can do this.
068	miwa_068_t01m54_9s.mp3	1.08	en	0.97	In for the opening!
069	miwa_069_t01m56_5s.mp3	1.16	en	0.98	First strike goes to me!
070	miwa_070_t01m58_2s.mp3	1.12	en	0.99	I'll go first.
071	miwa_071_t01m59_9s.mp3	1.60	en	0.97	Still can't use my full strength.
072	miwa_072_t02m02_2s.mp3	1.31	en	0.97	You need more time to prepare.
073	miwa_073_t02m04_0s.mp3	1.74	en	0.99	I'm still far from top form.
074	miwa_074_t02m06_5s.mp3	1.20	en	0.99	I'm nowhere near done!
075	miwa_075_t02m08_1s.mp3	0.69	en	0.97	Stay calm.
076	miwa_076_t02m09_0s.mp3	1.06	en	0.98	One step at a time.
077	miwa_077_t02m10_6s.mp3	1.06	en	0.99	Let's get fired up!
078	miwa_078_t02m13_0s.mp3	0.99	en	0.99	It's do or die.
079	miwa_079_t02m14_4s.mp3	1.57	en	0.99	Preparations complete!
080	miwa_080_t02m16_5s.mp3	1.13	en	0.96	I can fight too!
081	miwa_081_t02m18_2s.mp3	1.31	en	0.98	I'll give it all I've got!
082	miwa_082_t02m20_1s.mp3	2.09	en	0.99	I just have to go all out!
083	miwa_083_t02m22_7s.mp3	1.63	en	0.98	Don't expect me to hold back!
084	miwa_084_t02m24_8s.mp3	1.38	en	0.97	Win for sure!
085	miwa_085_t02m26_7s.mp3	0.99	en	0.98	I WANT RELENT!
086	miwa_086_t02m28_2s.mp3	0.73	en	0.98	I won't let up!
087	miwa_087_t02m29_5s.mp3	0.72	en	0.97	Now's our chance!
088	miwa_088_t02m30_9s.mp3	1.02	en	0.98	I'm coming away!
089	miwa_089_t02m33_5s.mp3	1.00	en	0.99	That's one down!
090	miwa_090_t02m35_0s.mp3	1.39	en	0.97	I can be useful too!
091	miwa_091_t02m36_9s.mp3	0.60	en	0.39	
092	miwa_092_t02m38_0s.mp3	1.14	en	0.81	Thank goodness!
093	miwa_093_t02m39_6s.mp3	0.93	en	0.75	We beat them!
094	miwa_094_t02m41_1s.mp3	1.73	en	0.99	That worked out somehow.
095	miwa_095_t02m43_9s.mp3	0.97	en	0.99	Please handle the rest!
096	miwa_096_t02m45_5s.mp3	0.94	en	0.96	Match my timing!
097	miwa_097_t02m47_0s.mp3	1.26	en	0.97	I'm glad I can count on you.
098	miwa_098_t02m49_7s.mp3	1.19	en	0.99	Thanks for the assist!
099	miwa_099_t02m51_6s.mp3	1.43	en	0.99	I'm out of cursed energy!
100	miwa_100_t02m53_5s.mp3	1.83	en	0.97	I used too much cursed energy!
101	miwa_101_t02m56_5s.mp3	0.67	en	0.39	
102	miwa_102_t02m57_7s.mp3	0.67	en	0.98	Here I come!
103	miwa_103_t02m58_8s.mp3	0.95	en	0.98	Haste my blade!
104	miwa_104_t03m00_3s.mp3	1.32	en	0.96	With a single swing!
105	miwa_105_t03m02_2s.mp3	0.90	en	0.97	Not that coming!
106	miwa_106_t03m03_6s.mp3	1.02	en	0.99	Good coordination!
107	miwa_107_t03m05_2s.mp3	0.84	en	0.92	How about this?
108	miwa_108_t03m06_6s.mp3	0.79	en	0.98	I'll hold out!
109	miwa_109_t03m07_9s.mp3	0.97	en	0.97	We can endure this!
110	miwa_110_t03m09_4s.mp3	1.16	en	0.98	How to brace ourselves!
111	miwa_111_t03m11_1s.mp3	1.16	en	0.97	What's with this power?
112	miwa_112_t03m12_8s.mp3	1.38	en	0.97	We need to go on the offensive!
113	miwa_113_t03m14_7s.mp3	1.09	en	0.95	I can still fight!
114	miwa_114_t03m16_3s.mp3	1.66	en	1.00	Almost at my limit!
115	miwa_115_t03m18_7s.mp3	0.58	en	0.39	
116	miwa_116_t03m20_4s.mp3	1.23	en	0.99	I'm struggling here!
117	miwa_117_t03m22_3s.mp3	0.62	en	0.97	You're kidding!
118	miwa_118_t03m23_4s.mp3	0.57	en	0.39	
119	miwa_119_t03m24_7s.mp3	0.67	en	0.39	
120	miwa_120_t03m26_0s.mp3	1.50	en	0.98	Gotta keep moving!
121	miwa_121_t03m28_0s.mp3	0.86	en	0.98	I have you now!
122	miwa_122_t03m29_4s.mp3	1.40	en	0.99	This isn't looking good!
123	miwa_123_t03m31_5s.mp3	1.05	en	0.94	You're kidding!
124	miwa_124_t03m33_6s.mp3	0.66	en	0.69	How could-
125	miwa_125_t03m34_4s.mp3	0.68	en	0.76	Yes!
126	miwa_126_t03m35_9s.mp3	1.31	en	0.94	I refuse to lose here!
127	miwa_127_t03m37_7s.mp3	1.27	en	0.98	We have to rally here!
128	miwa_128_t03m40_3s.mp3	1.48	en	0.98	I'm not about to give up!
129	miwa_129_t03m42_3s.mp3	0.72	en	0.39	
130	miwa_130_t03m43_6s.mp3	1.46	en	0.96	My body's numb!
131	miwa_131_t03m45_7s.mp3	1.45	en	0.87	I can't move an inch!
132	miwa_132_t03m47_8s.mp3	1.23	en	0.98	Catch them by surprise!
133	miwa_133_t03m49_5s.mp3	1.27	en	0.39	
134	miwa_134_t03m51_5s.mp3	2.18	en	0.98	A trap! And I fell for it!
135	miwa_135_t03m54_1s.mp3	1.27	en	0.91	I can't use my technique!
136	miwa_136_t03m55_7s.mp3	0.68	en	0.94	Why?
137	miwa_137_t03m56_9s.mp3	0.75	en	0.97	I'm a nail!
138	miwa_138_t03m58_2s.mp3	0.82	en	0.98	It was stolen?
139	miwa_139_t04m00_8s.mp3	1.49	en	0.97	Ha! I'm saved!
140	miwa_140_t04m02_8s.mp3	1.67	en	0.98	You got in my way!
141	miwa_141_t04m05_3s.mp3	1.24	en	0.39	
142	miwa_142_t04m07_2s.mp3	1.22	en	0.98	Her position switched!
143	miwa_143_t04m09_1s.mp3	1.46	en	0.39	
