000	maki_000_t00m00_0s.mp3	4.29	en	0.95	Here, I'll leave you behind. Take that!
001	maki_001_t00m04_5s.mp3	0.67	en	0.99	No problem.
002	maki_002_t00m05_3s.mp3	1.07	en	0.57	Ha ha!
003	maki_003_t00m06_5s.mp3	2.57	en	0.99	Right side cut your belly eat this
004	maki_004_t00m09_3s.mp3	0.75	en	0.99	Paul already.
005	maki_005_t00m10_3s.mp3	0.96	en	0.99	I'm not done here!
006	maki_006_t00m11_4s.mp3	1.08	en	0.76	Eat this! Eat-
007	maki_007_t00m12_6s.mp3	2.23	en	0.99	But out of my way, grit those teeth.
008	maki_008_t00m15_1s.mp3	3.37	en	0.99	This is nothing! Where do you think you're looking? What's wrong?
009	maki_009_t00m18_7s.mp3	0.85	en	0.99	They're wide open.
010	maki_010_t00m40_2s.mp3	2.97	en	0.99	Don't look down on me! Already? Hey, I'm coming!
011	maki_011_t00m43_4s.mp3	1.92	en	0.98	How'd you like this? That's no good.
012	maki_012_t00m45_6s.mp3	1.16	en	0.99	I can still move!
013	maki_013_t00m47_0s.mp3	1.17	en	0.97	Now then. Whoa!
014	maki_014_t00m56_1s.mp3	0.95	en	0.96	My hair is breathed.
015	maki_015_t00m57_2s.mp3	0.68	en	0.97	behind you
016	maki_016_t00m58_1s.mp3	4.68	en	1.00	Your back's open, you know. Huh! Can you catch all of this? Too quick for you. Here we go!
017	maki_017_t01m16_6s.mp3	1.26	en	0.99	I haven't lost yet.
018	maki_018_t01m18_1s.mp3	4.84	en	0.99	Focus, dammit! I can still go! You left yourself open! Talk about a weak guard!
019	maki_019_t01m23_2s.mp3	0.60	en	0.39	
020	maki_020_t01m24_0s.mp3	3.84	en	0.98	You idiot! Your eyes can't follow this! My body's so light!
021	maki_021_t01m28_0s.mp3	0.72	en	0.99	Faster now!
022	maki_022_t01m28_9s.mp3	0.85	en	0.98	Here we are!
023	maki_023_t01m40_6s.mp3	1.38	en	1.00	Now we're getting to the good stuff.
024	maki_024_t01m42_2s.mp3	5.86	en	1.00	I'm feeling it now. Getting risky. I ain't tired yet. Laughable. Sweet. Go flying.
025	maki_025_t01m48_2s.mp3	3.40	en	0.99	The next one's the last. Time to finish this! Have some of this!
026	maki_026_t02m00_2s.mp3	2.17	en	0.98	I'll send you flying!
027	maki_027_t02m02_6s.mp3	1.21	en	0.98	Think you can guard this?
028	maki_028_t02m04_1s.mp3	0.69	en	0.98	I've got this!
029	maki_029_t02m05_1s.mp3	2.09	en	0.99	Victory's just ahead! Get outta here!
030	maki_030_t02m07_4s.mp3	1.60	en	0.99	I'll show you what I'm made of!
031	maki_031_t02m09_2s.mp3	1.27	en	0.99	You can't stop this!
032	maki_032_t02m10_6s.mp3	1.56	en	0.99	I'll cut through you
033	maki_033_t02m12_4s.mp3	2.27	en	0.98	Agh! I'll fill you full of holes!
034	maki_034_t02m14_8s.mp3	1.51	en	0.99	Yes, you need a few more holes!
035	maki_035_t02m26_1s.mp3	4.83	en	0.99	That's all she wrote! Here's my everything! Duh! Put some effort into it!
036	maki_036_t02m31_1s.mp3	2.65	en	0.99	I WAS HOLD BACK! THIS IS YOUR LAW!
037	maki_037_t02m34_0s.mp3	6.03	en	0.99	I've got something real nice. Now you've done it! This isn't where I die! There! Come on!
038	maki_038_t02m40_2s.mp3	3.60	en	0.97	Yeah, yeah, how's that? Yeah, there you go. Yeah
039	maki_039_t02m45_8s.mp3	0.87	en	0.39	
040	maki_040_t02m47_1s.mp3	1.61	en	0.99	This is the end!
041	maki_041_t02m48_9s.mp3	1.21	en	0.86	Get
042	maki_042_t02m50_3s.mp3	0.57	en	0.39	
043	maki_043_t02m51_1s.mp3	1.22	en	0.39	
044	maki_044_t02m52_6s.mp3	1.75	en	0.97	I come! I see it! There!
045	maki_045_t03m04_5s.mp3	2.20	en	0.99	Not coming then? What are you planning?
046	maki_046_t03m06_9s.mp3	2.87	en	0.99	Full power! Get out of here! Take this!
047	maki_047_t03m10_0s.mp3	0.89	en	1.00	Get out of here!
048	maki_048_t03m11_1s.mp3	2.62	en	0.31	Yeah! Huh! Oi, oi.
049	maki_049_t03m13_9s.mp3	3.04	en	0.99	Made myself an opening. Now to wrap this up! Brace yourself!
050	maki_050_t03m17_2s.mp3	4.91	en	0.99	Looks like I'm first. You're crawling here. No, we're not done yet. Just a bit more.
051	maki_051_t03m22_4s.mp3	1.21	en	0.99	That's not all I've got!
052	maki_052_t03m23_8s.mp3	1.42	en	0.96	I'm just getting warmed up!
053	maki_053_t03m25_4s.mp3	1.69	en	0.99	This is far from my full strength.
054	maki_054_t03m27_4s.mp3	4.94	en	0.99	Now I'm in good form. I've seen through your attacks. Don't think I'll show restraint.
055	maki_055_t03m32_5s.mp3	1.97	en	0.99	This is what you get for taking me lightly.
056	maki_056_t03m34_7s.mp3	3.09	en	0.99	You put up a decent fight, I'll beat you to a pulp!
057	maki_057_t03m38_0s.mp3	1.24	en	0.99	Now it's my turn.
058	maki_058_t03m39_4s.mp3	1.06	en	0.99	Time to settle this!
059	maki_059_t03m40_7s.mp3	4.10	en	0.98	Here we go! Should've known this was coming! You can't escape! You thought I was done?
060	maki_060_t03m45_4s.mp3	1.94	en	0.98	That's all you got. One down. Damn.
061	maki_061_t03m48_0s.mp3	0.62	en	0.98	You're good.
062	maki_062_t04m26_0s.mp3	1.92	en	0.96	So shameful is this...
063	maki_063_t04m36_5s.mp3	4.61	en	0.99	I can't move! Where to strike? A trap like this won't! I can't muster my strength!
064	maki_064_t04m48_6s.mp3	3.29	en	1.00	Poison I can barely move I feel sick fine
