000	madara_voice_000_t00m09_1s.mp3	1.63	ja	1.00	木流の術!	Mokuryu no Jutsu!
001	madara_voice_001_t00m11_2s.mp3	6.00	ja	1.00	この砂の破壊そのもの 砕け散れ! 口寄せ! ゲドオマゾー!	I will destroy you, you scoundrel! Kuchiyose! Get out of my way!
002	madara_voice_002_t00m17_8s.mp3	2.92	ja	1.00	雨にしては少し大きいか?	Is it a little big in the rain?
003	madara_voice_003_t00m21_4s.mp3	0.57	ja	1.00	ん?	Huh?
004	madara_voice_004_t00m22_5s.mp3	1.35	ja	1.00	なかなかやるな	That's pretty good.
005	madara_voice_005_t00m24_9s.mp3	0.61	ja	1.00	だが	But...
006	madara_voice_006_t00m25_9s.mp3	3.06	ja	1.00	それが限界だ 少し手惑ったな	That's the limit. I'm a little disappointed.
007	madara_voice_007_t00m30_2s.mp3	1.26	ja	1.00	なかなかの相手だ	He's quite an opponent.
008	madara_voice_008_t00m32_1s.mp3	1.95	ja	1.00	敗者に欠ける時期はない	There is no time to be a loser.
009	madara_voice_009_t00m34_9s.mp3	2.74	ja	1.00	お前はここで終わりだ	You're done here.
010	madara_voice_010_t00m39_0s.mp3	5.52	ja	1.00	この俺には誰も届きはしない。この戦いは本の要求。	No one can reach me. This battle is real.
011	madara_voice_011_t00m46_6s.mp3	4.18	ja	1.00	それなりに楽しめたがな この世には何もない	I enjoyed it a lot, but there's nothing like it in this world.
012	madara_voice_012_t00m51_8s.mp3	2.14	ja	1.00	あるのは憎しみと	There is hatred.
013	madara_voice_013_t00m54_5s.mp3	3.86	ja	1.00	絶望だけだ。この世に希望などない	It's just despair. There's no hope in this world.
014	madara_voice_014_t00m59_2s.mp3	1.25	ja	1.00	あるのはただ	There's only one.
015	madara_voice_015_t01m01_1s.mp3	2.06	ja	1.00	深い絶望のみ	Deep despair.
016	madara_voice_016_t01m03_4s.mp3	2.13	ja	1.00	ジャリフゼーが生きがるな	Jari-Fuzei is alive.
017	madara_voice_017_t01m06_2s.mp3	3.23	ja	1.00	だから貴様は無様に倒れているのだ	That's why you have fallen into the trap.
018	madara_voice_018_t01m09_8s.mp3	1.51	ja	1.00	誰も届かぬ	No one can reach it.
019	madara_voice_019_t01m11_6s.mp3	0.99	ja	1.00	あろうがやぬ	Arogaen.
020	madara_voice_020_t01m21_3s.mp3	2.68	ja	1.00	お前の負けだ…この戦いも…	I lost to you. This battle, too.
021	madara_voice_021_t01m32_4s.mp3	2.33	ja	1.00	踊れそうにないようだな	I don't seem to be able to dance.
022	madara_voice_022_t01m35_0s.mp3	1.55	ja	1.00	つまらぬ相手だ	You're a boring opponent.
023	madara_voice_023_t01m36_7s.mp3	2.25	ja	1.00	愚かなるは俺の前に立った	You fool stood in front of me
024	madara_voice_024_t01m39_3s.mp3	1.47	ja	1.00	貴様の意志を	Your will.
025	madara_voice_025_t01m40_9s.mp3	1.60	ja	1.00	踏み込みがなってない	I don't have a clue.
026	madara_voice_026_t01m43_1s.mp3	4.28	ja	1.00	だからお前は負けたのだ 貴様の力では何も変わらない	That's why you lost. Nothing will change with your power.
027	madara_voice_027_t01m48_2s.mp3	3.50	ja	1.00	何者それがお前の実力か	What is it? Is that your true power?
028	madara_voice_028_t02m02_1s.mp3	3.38	ja	1.00	確実にな 俺を追い詰めると	I'm sure you'll catch up with me.
029	madara_voice_029_t02m06_0s.mp3	1.23	ja	1.00	www	Hahahaha
030	madara_voice_030_t02m07_6s.mp3	5.03	ja	1.00	こやつめ、俺に挑む単力は見事、だが	You bastard... You're the only one I can rely on. But...
031	madara_voice_031_t02m13_6s.mp3	3.15	ja	1.00	褒めるべきはそれだけだ そう	That's all you have to praise. That's right.
032	madara_voice_032_t02m18_1s.mp3	2.32	ja	1.00	それがお前の限界	That is your limit.
033	madara_voice_033_t02m21_5s.mp3	5.25	ja	1.00	人として超えられない壁だ、よくぞここまで粘ったな	It's a wall that can't be overcome as a person. I'm glad I was able to sleep here.
034	madara_voice_034_t02m27_1s.mp3	0.98	ja	1.00	貴様の名	Your name...
035	madara_voice_035_t02m28_3s.mp3	3.29	ja	1.00	覚えておいてやる もう理解しろ	I will remember you. Understand me now.
036	madara_voice_036_t02m32_6s.mp3	2.87	ja	1.00	すべて終わったのだ 寝ていろ	It's all over. Go to sleep.
037	madara_voice_037_t02m36_3s.mp3	3.34	ja	1.00	そしてそのまま夢の世界に行くがいい	And go to the world of dreams as it is.
038	madara_voice_038_t03m40_5s.mp3	4.54	ja	1.00	弱い戦術などなおさらだ 力とは	You're such a weak warrior, Naosara. What power do you have?
039	madara_voice_039_t03m45_3s.mp3	3.76	ja	1.00	意志ではなく、物質の起こす事象のことだ	It is not a will, but a decision to make.
040	madara_voice_040_t03m49_2s.mp3	2.84	ja	1.00	引き継がれるものがあるとすれば	If there is something that can be drawn out...
041	madara_voice_041_t04m16_1s.mp3	1.52	ja	1.00	俺はもう	I'm already...
042	madara_voice_042_t04m17_7s.mp3	4.72	ja	1.00	届いたのさ 焦ったな帯と	I've got it! I'm in a hurry, Obito.
043	madara_voice_043_t04m22_7s.mp3	5.64	ja	1.00	今のお前はガキに等しい存在だ 時間は十分やっただろ	Now you are a person who loves drawing. Time is enough, isn't it?
044	madara_voice_044_t04m36_2s.mp3	1.97	ja	1.00	誰でも言いたくないのさ	I don't want to tell anyone.
045	madara_voice_045_t04m38_4s.mp3	2.23	ja	1.00	本当の平和などない	There's no peace at all.
046	madara_voice_046_t05m00_7s.mp3	4.12	ja	1.00	それがウチハマダラだ 見にくいな	That's what I'm talking about. It's hard to see.
047	madara_voice_047_t05m05_3s.mp3	5.51	ja	1.00	もう踊ることもできんか 貴様の居場所はここにない	You can't even dance anymore? You don't have a place to go.
048	madara_voice_048_t05m30_9s.mp3	3.05	ja	1.00	皆の幸せの邪魔をしているのだ	Everyone is in the way of their own happiness.
049	madara_voice_049_t05m34_8s.mp3	2.85	ja	1.00	お前は、お前はまだだとして	You are... You are Madara, aren't you?
050	madara_voice_050_t05m38_2s.mp3	4.97	ja	1.00	天使を抹刀すべきだったんだがな 同じ打ちはでありながら	I should have waited for Tenju. But he's in the same house as me.
051	madara_voice_051_t05m43_6s.mp3	2.12	ja	1.00	力の差は劣以前	The power of the sword is history.
052	madara_voice_052_t05m56_2s.mp3	1.65	ja	1.00	木流の術!	Mokuryū no Jutsu!
053	madara_voice_053_t05m58_4s.mp3	5.99	ja	1.00	この砂の破壊その者 砕け散れ! 口寄せ! 下道魔像!	I will destroy you, you scoundrel! Kuchiyose Bedoumazo!
054	madara_voice_054_t06m04_9s.mp3	2.93	ja	1.00	雨にしては少し大きいか?	Is it a little big in the rain?
055	madara_voice_055_t06m08_5s.mp3	1.36	ja	1.00	現実は終わり	The truth is over.
056	madara_voice_056_t06m18_8s.mp3	4.85	ja	1.00	俺にとってはただの通貨店にすぎない 俺はこの世を滑るもの	For me, it's just a passing point. I'm the one who's going through this world.
057	madara_voice_057_t06m42_0s.mp3	0.81	ja	1.00	そう	So...
058	madara_voice_058_t06m43_2s.mp3	3.55	ja	1.00	俺を楽しませる 踊ってもらおうか	You want me to enjoy myself? You want me to dance?
059	madara_voice_059_t06m47_8s.mp3	1.75	ja	1.00	死に至るまで	Until I die...
060	madara_voice_060_t06m49_8s.mp3	2.83	ja	1.00	永遠にな、最後にして	I'll be there forever, for the last time.
061	madara_voice_061_t06m53_4s.mp3	5.49	ja	1.00	最強のチャクラを持つこの俺が導く 目的は唯一	I am the one who has the strongest chakra. My only goal is...
062	madara_voice_062_t07m00_2s.mp3	2.95	ja	1.00	無言尽くよみの上銃のみ	The beauty of the beast of the endless moonlit night.
063	madara_voice_063_t07m03_4s.mp3	2.66	ja	1.00	この世界を否定する存在	The existence to deny this world.
